id1,id2,title1,title2,narrative,overall,cosine_similarity
1484190223,1484354411,Paid leave for new pets offered to Brisbane brewery staff,Dimitrov to ease his way back after injury-hit 2019,3.6666666666666665,3.6666666666666665,0.4026950001716614
1483805613,1484204537,Kahata on target as Simba SC open a 10-point gap with win against Ndanda,Miaa,3.5,3.5,0.07264287769794464
1484702073,1484760850,"2020 Declared Year of Artificial Intelligence in Telangana as Govt Signs MoUs with Cos, IITs",'It Warmed My Heart': Sachin Tendulkar Rings in New Year With an Inspirational Message on Twitter,3.6666666666666665,3.6666666666666665,0.47306495904922485
1484084344,1484110209,MD Lottery,Haiti’s leader marks independence day amid security concerns,4.0,4.0,0.33629971742630005
1484033615,1483970348,"TMC observes foundation day as ‘Citizens’ Day’, vows to continue protests till CAA is withdrawn",Actor Swara Bhasker lauds Jamia students for waking up entire country against CAA,2.6666666666666665,2.333333333333333,0.5798747539520264
1484190366,1483842785,Crown drops criminal charge against motorist who peeled anti-carbon tax sticker from gas pump,Maharashtra: Congress MLA whose supporters attacked party office condemns incident,3.6666666666666665,4.0,0.5527125000953674
1484035749,1484140713,Montreal’s first baby of 2020 born 11 minutes after midnight,,1.0,1.0,0.5527125000953674
1484190154,1484161410,Islanders: 3 other players who deserved to go to All-Star Game,Prefabulous: The Best Prefab Homes of 2019,4.0,4.0,0.3027375340461731
1484038841,1484350501,Ad blitz underway against Colorado public option,Denver teens want to start movement by cleaning up local parks,4.0,4.0,0.41386914253234863
1484037160,1484286023,ECHL At A Glance,White nationalist Augustus Sol Invictus arrested in Florida,3.6666666666666665,3.6666666666666665,0.16450679302215576
1484012619,1485042131,Pope Francis denounces violence against women hours after slapping woman's hand away,Pope says sorry for slapping devotee,1.3333333333333333,1.0,0.6423033475875854
1484189390,1484049687,"Be you either hot or cold: Jesus' words, not mine","Choices galore for financial advisors, but pick the one suitable for you",4.0,4.0,0.25837773084640503
1484395760,1484217880,"Delhi trader kills wife, daughter before shooting self","Businessman, wife, daughter found dead inside SUV with bullet wounds",1.3333333333333333,1.3333333333333333,0.7552322745323181
1483803221,1484182545,CNG stations to get intermittent gas supply in Jan: Omar Ayub Khan,Nine easy-to-avoid mistakes that gym newbies make,4.0,4.0,0.27128082513809204
1484013322,1484227004,Cop indicted for yanking on ultra-Orthodox man’s sidelock,Indore: Health dept to raise demand for more doctors and staff,4.0,4.0,0.24964943528175354
1484012348,1484255820,Nine are killed and thousands more evacuated after floods in Indonesia,Indonesia: Jakarta hit with deadly floods,1.6666666666666667,1.3333333333333333,0.7333739995956421
1484033248,1484265431,Here’s cheers to a truly boring 2020,New Year’s Eve on the Las Vegas Strip — PHOTOS,3.6666666666666665,4.0,0.33731356263160706
1484455044,1483944422,‘Akhand path’ and ‘nagar kirtan’ mark Guru Gobind Singh’s birth anniversary,Punjab Governor calls upon people to rededicate themselves to ideals of Guru Gobind Singh,3.6666666666666665,4.0,0.6172611713409424
1484039737,1485714745,,Tips when Planning for Immigration to Another Place,3.75,4.0,0.6172611713409424
1484011141,1484931264,"It’s been rocky at times, but Bitcoin rose 9,000,000% this decade",Five Things You Need to Know to Start Your Day,3.0,3.0,0.22992254793643951
1484012251,1483995404,Longford man accused of assault to face trial,My stepfather wants to move his new wife into my late mother’s house: Can I ‘kick her out’ after he dies?,4.0,4.0,0.37689271569252014
1484010577,1484258986,AG pledges action to arrest crime,Ray Sefo's bucket list for 2020 includes signing more big name fighters,2.6666666666666665,4.0,0.40509968996047974
1483806109,1484307854,KSRE offers Farm Financial Skills Series for Kansas Women in Ag,Here Are All Of The US's Largest Food Deserts,3.333333333333333,3.6666666666666665,0.19735464453697205
1484763364,1484396470,"K-Pop Idols Momo and Kim Heechul Were Confirmed Dating, and Fans Can't Be Happier!",Super Junior’s Heechul And TWICE’s Momo Confirmed To Be Dating,1.0,1.0,0.798168957233429
1484400917,1483794768,"Wrestling with Problems: Lashley/Lana Wedding, AEW Dynamite, R.I.P. David Stern",USD/JPY Price Forecast – US Dollar Searching For Support,4.0,4.0,0.3192763030529022
1484008387,1484164543,Pope Francis apologises after slapping woman's hand,WATCH: Pope Francis Slaps Woman's Hand on New Year's Eve,1.6666666666666667,1.3333333333333333,0.7329385280609131
1484188859,1483828027,ICAI Doha holds 5-day certification course on blockchain technology,"Continuing the tradition, India and Pakistan exchange list of nuclear installations",4.0,4.0,0.25282979011535645
1484009419,1484201245,Quebec Proved to Be Attractive Enough for Lotto Windfalls,Here are the Lotto and Lotto Plus results,2.0,2.6666666666666665,0.49766334891319275
1484701886,1483995327,North Korea's Warning to America: End Your 'Hostile Policy' Or Get Nothing,Here’s North Korea’s New Year’s gift to the world,1.3333333333333333,1.3333333333333333,0.4661644399166107
1484010878,1484010762,"10 years after surgery, Ryan Westmoreland lands coaching job at UMass-Dartmouth",Two-time Semi Finalist Vera Zvonareva to Miss Australian Open,3.5,4.0,0.40193647146224976
1484401425,1484325303,Bushfires in East Gippsland leave 28 missing as towns evacuate ahead of high-risk weekend,"Seventeen missing, one dead after destructive bushfires in Victoria, Australia",2.0,1.6666666666666667,0.8501805663108826
1484012307,1483858039,Bushfires live updates: Troops prepare for emergency evacuations by sea,Australian bushfires: Panicked residents stuck in fire ravished towns stock up on supplies,1.0,1.6666666666666667,0.5473235249519348
1484759177,1483971785,New Minneapolis cafe experiments with pay-what-you-can model,Amicable divorce turns sour when it comes to money and moving out: Ask Ellie,4.0,4.0,0.275330126285553
1484037350,1484183400,WandaVision: Disney+ Bumps Up Release Date for Marvel Series,Marvel's 'Wandavision' Series Will Be Arriving Sooner Than Expected,1.0,1.0,0.6515873670578003
1484037526,1484138375,"Harry Kazianis: North Korea's Kim has THIS goal in mind (no, he's not crazy). Here's how Trump should respond","Kim Jong Un threatens to renew testing nuclear weapons, long-range missiles",2.0,1.3333333333333333,0.46136218309402466
1577285824,1543216221,Modelling COVID-19 epidemics,GP guidance on coronavirus updated to include advice on cleaning,3.333333333333333,3.333333333333333,0.5651427507400513
1484188814,1484188819,"A Harvard student with 302,000 YouTube subscribers breaks down how much money she earned in ad revenue in 2019 as a college influencer",A personal finance influencer on YouTube earned 6 figures from ads in 2019. He told us how and shared the monthly breakdown.,1.3333333333333333,2.6666666666666665,0.6991444826126099
1484189099,1484230590,Stop using Jewish blood to smear your political enemies,New video shows men throw chair at Hasidic man in Brooklyn on Christmas Eve,2.6666666666666665,3.0,0.3762142062187195
1484190749,1484026894,Liverpool beat 2-0 to Sheffield United on the date 21 of the Premier League,"Profile with news, career statistics and history",4.0,4.0,0.1689034104347229
1484010434,1484050658,"Legal weed sales begin in Illinois as state pardons more than 11,000 marijuana convictions",Illinois becomes latest US state to legalize recreational pot,2.0,1.6666666666666667,0.5980727672576904
1484037285,1484231118,For Auld Lang Jackass,Post-Iraq war US intel report predicting 2020 looks ‘eerily prescient’ only compared to agencies’ political blunders –,4.0,4.0,0.3199046552181244
1507500205,1483823477,"Expectations, Aspirations and Goals for 2020",2019 not a successful year for Nigerians – Atiku,1.6666666666666667,2.0,0.40222370624542236
1484759945,1484273586,"1 Dead, 2 Injured in Downtown Minneapolis Fight and Stabbing",Man dies after stabbing and car crash in Minneapolis Sunday morning,1.6666666666666667,1.3333333333333333,0.766916036605835
1484396961,1484113101,Studio 54 party at Midtown's Electric FeelGood lets partygoers ring in 2020,"Authorities: Man, Woman Dead in Apparent Murder-Suicide",3.75,3.875,0.07339221239089966
1484034739,1483971502,Trump has no coherent strategy to solve the ‘escalating crisis’ with Iran: conservative columnist,Iraq embassy protests: US troops fire tear gas at Iran-backed demonstrators,2.333333333333333,2.0,0.6122266054153442
1483806234,1484051122,Trump: I do not expect war with Iran,Trump insists Kim Jong-un is a ‘man of his word’ despite North Korea ramping up nuclear programme,3.0,2.333333333333333,0.6496074199676514
1484395033,1483776272,U-19 hero Manjot Kalra suspended in age-fraud case,Robert Pattinson on The Batman: Want to push the character as far as possible,4.0,4.0,0.3259102404117584
1484399055,1484221739,Dracula review – a blood-sucking delight that leaves you thirsty for more,"As the BBC's Dracula terrifies millions of viewers, CHRISTOPHER STEVENS gives a five-star thumbs-up",1.6666666666666667,1.3333333333333333,0.5400770902633667
1484010782,1484238046,'The pressure is immense': catching up with Corrie's first black family,Flights: Man condemned for ‘lowest of the low’ deed in airport - should he be arrested?,4.0,4.0,0.28100839257240295
1484191118,1484925367,Business leaders to boost digital innovation,President Trump's plan to curb teen vaping exempts some flavors,3.333333333333333,4.0,0.30028846859931946
1484759960,1483798636,Best 2019 New Year's Eve comedy shows in Minneapolis & St. Paul,"Yes, Anderson Cooper’s ‘cock’ story about his mother on live television is an issue",3.0,4.0,0.3310648202896118
1507536783,1484348111,Enhancing Pupils’ Literacy Skills to Alleviate Poverty,"Jumia, DHL, and Alibaba will face off in African ecommerce 2.0 – TechCrunch",3.0,3.6666666666666665,0.2690877318382263
1484395970,1484153333,Roadie gives rare insight into his unusual world,Australian bushfire death toll rises to 18 as conditions expected to worsen,4.0,4.0,0.15624915063381195
1484010809,1484223087,The joy audit: how to have more fun in 2020,How to succeed at your New Year’s resolutions this year,2.0,3.0,0.667325496673584
1484188243,1483769841,Our view: Curtis Jones to be Liverpool breakthrough star for 2020,"EPL: Wenger speaks on Liverpool going unbeaten, winning title this season",2.6666666666666665,2.333333333333333,0.6549416780471802
1484036056,1484018268,Louisville Slugger Museum & Factory showcases rare photos of former baseball bat factory employees,Frumpy Middle-aged Mom: My housekeeper is worth more to me than gold,4.0,4.0,0.29939067363739014
1484699181,1483919695,Illinois becomes latest US state to legalize recreational pot,"Illinois governor pardons more than 11,000 people for low-level pot offenses",1.5,2.0,0.46027180552482605
1484188422,1484187925,"The Hong Kong Color Revolution is a Swastika ""Sunflower"" in your Face","Macau Stock Market, A Direct Result of the West's Hong Kong Color Revolution",3.333333333333333,3.0,0.5786725878715515
1484033131,1484067215,Everybody is focused on the political arena of entertainment while the framework for a medical tyranny is being built behind the scenes. They’re trying to claim ownership of your body under the guise ,New FDA labels include nutrition info for eating that whole pint of ice cream,4.0,3.333333333333333,0.3589242100715637
1484190337,1484139177,"After Trump Dismisses North Korea Threats Again, Ex-Clinton Adviser Says Kim Jong Un Is Playing Him Like a 'Violin'",Donald Trump downplays renewed nuclear threats from North Korea's Kim Jong Un,1.3333333333333333,1.0,0.7479701638221741
1498601317,1483894995,2019 Big Bo Classic,"2020: MFM GO, Olukoya releases prophesies about Nigeria, leaders",4.0,4.0,0.6430624723434448
1484451939,1483782560,Winter blues? Columbus Metro Parks offers family fun,"Take a winter hike and help the environment, too",2.0,2.0,0.6362625360488892
1484109922,1484070585,Sheriff: Georgia man shot behind hotel on New Year’s Eve,Firefighters rescue two men from icy pond in Massachusetts,3.6666666666666665,4.0,0.4481809139251709
1484011108,1483942482,Official: FC Barcelona's First January Departure Confirmed,Barcelona decide not to sell Arturo Vidal to Inter Milan in January - report,2.0,1.6666666666666667,0.6252110600471497
1484188579,1483915172,"Lloyds, RBS, and Halifax bank customers locked out of online accounts","Lloyds, Halifax and Bank of Scotland online banking systems crash",1.0,1.0,0.8857792019844055
1484010981,1483980655,State-of-art Istanbul Airport to display aviation hub potential in 2020,"Turkish Airlines expands fleet, opens 4 new routes in 2020",1.6666666666666667,2.333333333333333,0.5884249210357666
1484036411,1484054675,Washington ends vehicle emissions testing on Jan. 1,"Starting today, vehicle emissions testing is history",1.0,1.0,0.5557816624641418
1484034507,1483929758,"Home Ministry to decide further action on PFI's role in violence during anti-CAA protests, says Law Minister Ravi Shankar Prasad","CAA row: States have Constitutional duty to implement Acts, says Prasad",2.0,2.5,0.6654000282287598
1484008954,1484258247,,NOPD investigating two homicides on New Year's Day,4.0,4.0,0.6654000282287598
1483805310,1483968177,"Peter Rhodes on a perfect telly moment, a foxy dilemma and a sudden shortage of rain",'I've been able to adjust and find a way': Peter Siddle speaks about his cricketing career post-retirement,4.0,4.0,0.2784450054168701
1484201854,1484199265,"Austrian Conservatives, Greens Strike Coalition Deal",Austria’s Conservatives and Greens agree on coalition government,2.25,2.0,0.7663693428039551
1484188524,1484648268,Growing When Times Are Good: 5 Business Expansion Strategies,"2020 will start with wet, gusty weather",4.0,4.0,0.2317366600036621
1484182697,1483892444,Financial Planning: Six tips to become wealthy in the new decade,Buying a life insurance policy? Check the claim settlement ratio of the insurer first; Here’s why,2.333333333333333,2.6666666666666665,0.5675757527351379
1484189203,1484121193,Police: 2 men stole tools from Lowe’s in Davie,No-swim advisory lifted for Deerfield Beach Pier,4.0,3.6666666666666665,0.21453748643398285
1484012380,1484134546,Russia’s Hypersonic ICBM Is Operational. So What?,The future of Putin’s information autocracy,3.333333333333333,3.0,0.6050576567649841
1484452805,1484452810,Police investigate after woman found dead in Miramar lake,No-swim advisory lifted for Deerfield Beach Pier,3.25,2.75,0.4787411391735077
1484164333,1484109924,2 charged in man's fatal beating in forest face joint trial,"2 dead, 2 critical after SUV enters northern Indiana pond",3.6666666666666665,3.6666666666666665,0.4880698621273041
1484455033,1483944796,"IPS reshuffle in Bihar, Upendra Sharma new Patna SSP",Punjab Governor calls upon people to rededicate themselves to ideals of Guru Gobind Singh,2.333333333333333,3.6666666666666665,0.551266610622406
1484011097,1484011106,"Open database leaked 179GB in customer, US government, and military records",Best Western’s Massive Data Leak: 179GB Amazon Database Open to All,1.0,1.6666666666666667,0.6347798705101013
1484039502,1483854727,"LeBron James, Lakers ring in 2020 after strong start to season",From the editor: Happy New Year,3.333333333333333,4.0,0.5001072883605957
1517420924,1484120724,The UN Is Hiring English-Speaking DISARMAMENT OFFICERS in New York,Greta Thunberg says talking to Trump would be a waste of time,3.6666666666666665,4.0,0.27855217456817627
1484459085,1483934248,Trump in Palm Beach:,Inside Trump’s New Year’s bash; family and friends ring in 2020 at Mar-a-Lago,1.6666666666666667,1.3333333333333333,0.5149872899055481
1484037964,1486947742,Yorba Linda Approves Grant Program to Help Businesses,Support Oxnard initiatives,3.6666666666666665,3.333333333333333,0.591346025466919
1484037802,1483863439,Mark Ronson rocks the Hogmanay party,'It was great to see': Dancing security guards steal the show at Edinburgh Hogmanay celebrations,2.5,2.0,0.5481843948364258
1484395660,1484161861,Huron-Clinton Metroparks: 2020 annual pass prices to jump on Jan. 1,Registration Open For 2020 Rhode Island State Police 5k,3.6666666666666665,3.333333333333333,0.6242377161979675
1484009190,1484322080,Protesters vacate US Embassy compound in Iraq,"U.S., Iraqi forces fire tear gas at protesters at Baghdad’s U.S. embassy",1.3333333333333333,1.0,0.7890007495880127
1484038318,1483999027,Cal State Fullerton should get morale boost from victory at UCLA,,4.0,4.0,0.7890007495880127
1483805539,1484079569,"Dancehall Diva, Kaakie Set To Walk Down The Aisle As Her Bridal Shower Photos Hit The Internet – Ghanagh.com",Banger Alert: Grandpapa Reggie Rockstone X Sena Dagadu – Ghanagh.com,3.6666666666666665,3.333333333333333,0.32901227474212646
1484401798,1484061495,This Edmonton man had his arm amputated. Then he kept the bones.,The Bishop of Worcester’s New Year Message 2020,3.6666666666666665,3.6666666666666665,0.1237102672457695
1484399996,1484029325,Three-car accident in Norwalk leads to injuries,New Year’s eve crash kills one,1.3333333333333333,2.333333333333333,0.6455575227737427
1484760781,1483992981,"Warm For The Season For Now, Some Wet Snow This Weekend",Weather Forecast: Warmer Thursday and Friday,2.0,1.6666666666666667,0.7108993530273438
1484033151,1484090252,"Arizona led the drive to give women the right to vote. 100 years later, it's paying off",Here Are The Good Guys With Guns The Media Doesn’t Want You To Know About,4.0,4.0,0.2835800051689148
1484038236,1483956394,Iran Summons Swiss Envoy over US Accusations,Iran Summons Swiss Envoy over US ‘Warmongering Statements’,1.3333333333333333,1.0,0.9237369298934937
1484188934,1484107894,"What’s coming to Google Stadia in 2020: Features, parity",Realme is bringing ads to its ColorOS Android skin in 2020,2.6666666666666665,3.0,0.8183912038803101
1484188473,1484233982,A Hate Crime Is A Hate Crime No Matter Who Commits It,The left’s constant victimhood olympics is a gift to anti-Semites,2.0,1.3333333333333333,0.5458683967590332
1484010585,1483901012,Prime Minister's New Year's Message,America Ferrera expecting second child,3.6666666666666665,3.6666666666666665,0.42864781618118286
1484188438,1484307177,Article: Turning Space Into a War Zone -- U.S. Space Force Established,U.S. Senator Maria Cantwell of Washington,3.6666666666666665,3.6666666666666665,0.2832874655723572
1484703275,1483906669,Top 10 of 2019: Most Popular Plenty of Horne Columns,Three straight years of falling crime rates — and yet Chicago has a long way to go,4.0,3.6666666666666665,0.3960907459259033
1483805145,1483858981,"UK Grooming Gangs: Nearly 19,000 Girls Sexually Exploited in a Year",Fourfold rise in migrants rescued in English Channel: authorities,3.5,2.5,0.5015331506729126
1484037485,1484054566,LETTERS: Value of trees cannot be overstated – Peace Arch News,18 Movies Every Entrepreneur Should Watch,3.6666666666666665,4.0,0.18225066363811493
1484395547,1484362668,Bringing in a fresh decade: A 2020 lookahead for Michigan,2020 Outlook: Seven state issues to watch over 7 months,3.333333333333333,3.0,0.4662873148918152
1484013283,1483919218,"FIFA 20 TOTW 16 confirmed as Alexander-Arnold, Martial, Kane, Aguero, Traore make FUT XI",Livescore: Latest Premier League results for New Year Day’s fixtures,3.0,2.6666666666666665,0.4836442172527313
1484188406,1484268924,Toward An Impartial Impeachment Trial,Home of the Original Writings of the Illuminati,4.0,4.0,0.42328202724456787
1484188852,1483860208,Call for Civil War to be remembered with memorial to all victims,Mississippi Wants Court Redo of 15-Week Abortion Ban Challenge,3.5,4.0,0.46823635697364807
1484189121,1484144511,Suspects released without bail after shocking attacks on Jews,Guardian Angels to patrol Jewish neighborhoods in New York City after recent attacks,2.0,1.6666666666666667,0.6076724529266357
1484189177,1484282556,Police investigate string of fast food robberies in Metro Detroit,VIDEO: Fast-Food Bandits Sought In Multiple Robberies Around Metro Detroit,1.3333333333333333,1.0,0.9392737150192261
1484034837,1484332368,Kleverness Smart Lighting review: This hub-based lighting system is unfinished and expensive,Vanessa Hudgens Rocks A Swimsuit With Snow In The Backdrop,4.0,4.0,0.11545263230800629
1484395559,1484287028,"Ranbir-Alia to Celebrity Weddings to Remixes, 20 Talking Points from World of Entertainment in 2020",‘Chhapaak’ to ‘Radhe’ and ‘Brahmastra’: 20 films to watch out for in 2020,1.6,2.2,0.7940329313278198
1483923227,1484151049,White evangelicals love Trump. Religious voters? Not so much.,Who Cares? Everyone. Why 2020 Will Be the Year of Persuasion,2.333333333333333,2.333333333333333,0.3449033498764038
1484034100,1484435197,Man arrested after allegedly bludgeoning father to death with hammer,Shoplifters arrested for stealing beer and meat from Guelph grocery store,2.6666666666666665,3.333333333333333,0.6546602249145508
1484010801,1484032184,Top UN official accuses US of torturing Chelsea Manning,LOOK: Anne Curtis proudly shows off baby bump in stunning photoshoot,3.6666666666666665,4.0,0.37197577953338623
1483801573,1483801577,2019: Oregon International Air Show decamps for McMinnville,2019: Deputies wounded in shootout at Hagg Lake,3.6666666666666665,3.6666666666666665,0.4861546456813812
1484013839,1485005609,Harry Potter: The Actors Who Almost Played Dumbledore,Every Disney+ Movie & TV Show Releasing In 2020,3.333333333333333,3.333333333333333,0.35164889693260193
1483805535,1484264492,"Naira Marley Signs Zinoleesky, Mohbad, Cblack And Fabian to Marlian Music – Ghanagh.com","Naira Marley officially signs Zinoleesky, Mohbad, Cblack, Fabian",1.0,1.0,0.854340672492981
1538841592,1484040205,Trump blames Iran after Iraqi militia storms US embassy in Baghdad over airstrikes,Iraq: Iran attacks US as Trump threatens repercussion,1.6666666666666667,1.3333333333333333,0.8666496276855469
1484396170,1484182933,Everything we know about Bride and Prejudice Australia star Micah Downey's death.,Man at Naval Base Kitsap-Bangor sentenced for knife attack,4.0,4.0,0.45029178261756897
1484332324,1484796748,Another Bengal vs Centre tussle? Govt rejects state’s Republic Day tableau proposal,"'Congress Rejected 7 Times': BJP's Reminder as Row Over Bengal, Maharashtra R-Day Tableau Continues",1.3333333333333333,1.3333333333333333,0.6515008211135864
1484008680,1484210554,20 Rose Parade moments to watch for in 2020,"Rose Parade 2020: Hope, history, diversity and a welcome return to normal",1.0,1.0,0.7425954341888428
1484188759,1484180057,Sexual abuse of children often involves those close to home – Mon News Agency,"Fox News Host Warns: If You Aren’t Teaching Your Kids About Freedom, You Aren’t Doing your Job as a Parent",4.0,4.0,0.5403591394424438
1484182172,1485131357,Night Sky for January 2020,January 2020 Astrological Forecast,2.333333333333333,3.0,0.814834475517273
1484007630,1484111067,Saanich community association chairs say the network will look at housing issues in 2020 – BC Local News,NYPD probing Bronx shooting death as first homicide of 2020,4.0,4.0,0.5930763483047485
1484035406,1484036622,Aaron Rodgers Owned 'Shooter McGavin' on New Year's Eve With Awesome Tweet,Las Vegas parents ‘thrilled’ with New Year’s baby,4.0,3.6666666666666665,0.721900224685669
1484009481,1484260950,,'Are you crazy?' Dorchester celebrates New Year's Day with annual polar bear dip,3.6666666666666665,4.0,0.721900224685669
1484189104,1484144539,Chicago area Jewish community comes together after violent attack in New York,"ADL official: The Jewish community is facing an ""epidemic"" in New York",2.6666666666666665,2.0,0.8108288645744324
1484038723,1484148895,"Bouncer beats man with flashlight after denying him entry to Ventura bar, police say","Naperville Cops Investigate Slashed Tires, Vandalized Property",3.333333333333333,3.333333333333333,0.5159881711006165
1484105219,1483777619,NTPC offers sops to keep Andhra from revoking contracts,Andhra Pradesh deputy CM posts TikTok video praising CM YS Jagan Mohan Reddy,3.6666666666666665,3.0,0.5037420988082886
1484188562,1483916282,The most exciting new gadgets to look forward to in 2020,Tech that could seriously change the game in 2020,1.6666666666666667,1.6666666666666667,0.8784724473953247
1484011271,1484049571,A startup sector slowdown in 2020 could be unexpectedly bad news for the tech giants,5 homicides in first hours of 2020 in St. Louis,4.0,4.0,0.46639344096183777
1484188214,1484146741,Why This Indian State Is Witnessing the Country's Most Violent Anti Citizenship-Law Protests,India celebrates New Year's Eve with protests against citizenship law,1.3333333333333333,1.6666666666666667,0.5565781593322754
1484187902,1483855451,"2019: Americans Slept while Street Revolts Reshaped Iraq, Lebanon, Sudan and Algeria","Iran's Supreme Leader: 'If Anyone Threatens Us, We Will Unhesitatingly Confront and Strike Them'",3.333333333333333,3.333333333333333,0.3908953070640564
1484188515,1485021532,Korea’s financial chiefs eye growth momentum in face of challenges,Monetary easing will continue through 2020: BOK governor,1.0,1.0,0.4103378653526306
1484399507,1484337946,Australia's raging bushfires are smothering New Zealand with smoke,'Just one more horror': Iconic South Island glaciers stained by Aussie bushfires,2.0,2.0,0.7774702310562134
1484012256,1484419682,Bars and clubs you loved and lost this decade in Birmingham,Top 20 films of the 2010s,2.333333333333333,4.0,0.31964725255966187
1484457633,1484300444,Pairings: Pinot soars with simple noodles,Be prepared whatever the weather,4.0,4.0,0.1403566598892212
1483806468,1484207629,Providence Lost by Paul Lay review – the rise and fall of Oliver Cromwell’s Protectorate,50 years of The Irish Post is something to be celebrated,3.6666666666666665,4.0,0.24943187832832336
1483804040,1483794245,"Letter: Democrats care about votes, not people",A lot on its way in coming year,3.0,3.0,0.0235606636852026
1484188957,1484235264,‘Jackbox Party Pack 6:’ A Solid Option For New Year’s Eve Gaming,"One dies in Jan 1 auto crash on, Ore Road",3.6666666666666665,4.0,0.2886827886104584
1484034301,1483852272,Maine man wins $1 million in New Year’s Eve Powerball drawing,Maine Man Becomes First Million Dollar Powerball Winner Of 2020,1.3333333333333333,1.3333333333333333,0.863768458366394
1483805718,1484102108,Group Of Volunteers In Tamil Nadu Successfully Rebuilds Three Schools Damaged By Cyclone Gaja,Missing kayaker pulled from St. Joseph River in Niles has died,4.0,4.0,0.4872385859489441
1484401435,1484195803,Chandigarh: Murder convict out on bail ‘kills’ woman friend in hotel room,JNU to continue with registration boycott,4.0,3.6666666666666665,0.28871530294418335
1484110512,1484110557,"Here are some far-right reactionaries the term ‘OK, Boomer’ was perfectly designed for",WATCH: Rudy Giuliani goes instantly off the rails at Mar-A-Lago over impeachment question,4.0,3.6666666666666665,0.2835574746131897
1484191154,1483788550,Central California authorities ask for help in search for missing mother; estranged boyfriend named person of interest,We’re for Sydney,4.0,4.0,0.055263690650463104
1484011945,1484141974,Why merit alone should triumph in the armed forces,"We stay away from politics, says CDS Gen Bipin Rawat",3.333333333333333,3.333333333333333,0.3498000502586365
1484011341,1484425668,Israel's justice minister will take care of it - Haaretz Editorial - Israel News,Not justiciable,2.6666666666666665,2.333333333333333,0.1608087718486786
1483803355,1484378389,We're open: Todd Phillips on 'Joker' sequel,Joaquin Phoenix's Joker had a shocking alternative ending,2.333333333333333,2.0,0.5573306083679199
1484004794,1484269165,"US election, Brexit and China to sway the markets in 2020",Analysis: How likely is a recession in 2020?,2.0,2.0,0.7608576416969299
1484188553,1483748785,"Locked Up: The murderer, rapist, drug dealers and other criminals jailed in December",Jailed 2019: Criminals locked up in Stoke-on-Trent this year (N-R),1.3333333333333333,1.6666666666666667,0.7559487223625183
1483804203,1484385676,Oppenheimer Comments on United Natural Foods Inc’s Q2 2020 Earnings (NYSE:UNFI),Investors Purchase High Volume of Put Options on Hertz Global (NYSE:HTZ),3.0,4.0,0.5159133672714233
1484012121,1484268675,Global companion diagnostics market is expected to grow with a CAGR of 19.30% over the forecast period from 2019-2025,"Video Analytics Market in Law Enforcement, Defense & Public Safety - 2020-2025",2.6666666666666665,2.6666666666666665,0.6007699370384216
1484038289,1484223088,Rose Parade 2020: See the coolest floats,"Watch Live: 131st Rose Parade, a New Year’s Day Tradition",1.0,1.0,0.7425928115844727
